type,titre,prix,localisation,surface,pièces,chambres,salles_de_bains,caractéristiques,description,prix_m2,parking,pool,furnished,bedrooms,bathrooms,city,standing,étage,état
Maison,"Maison à acheter à Aïn Sebaâ. 
2 chambres. 
Meublé",10500.0,"AïnSebaâ, Casablanca",150.0,2.0,2.0,2.0,"Garage, Ascenseur, Vue sur mer, Concierge, Meublé, Entre-seul, Salon Marocain, Salon européen, Antenne parabolique, Cheminée, Climatisation, Sécurité, Porte blindée, Cuisine équipée, Réfrigérateur, Four, Machine à laver, Micro-ondes","Maison de 150m² 2 chambres 2 salles de bain situé à AïnSebaâ, Casablanca au prix de 10 500 DH (70 DH/m²) ensoleillé, spacieux, calme Contactez-nous pour plus d'informations.",70.0,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,A VENDRE Belle Maison à Jaadar Zghanghan 134 m²,1550000.0,"Jaadar,Jaadar",114.0,2.0,2.0,2.0,"Terrasse, Garage, Antenne parabolique, Climatisation, Sécurité, Porte blindée, Cuisine équipée","Prix : 1 550 000 MAD (155 millions)
Déclaration 100 % du prix de vente
Maison titrée à jour

Située dans le meilleur lotissement à Jaadar, cette maison offre un confort moderne et de beaux volumes :

Composition :

3 chambres dont 1 avec balcon

Salon ouvert lumineux avec balcon

Grand hall ouvert vers le haut

Cuisine équipée ouverte

Salle de douche

Toit aménagé :

Salon au stah avec une deuxième douche

Grand garage spac...",11567.164179104477,True,False,False,2.0,2.0,Jaadar,haut standing,1.0,neuf
Maison,Maison 110m² à vendre au quartier Mouadafine,1550000.0,"Branes1, Tanger",120.0,2.0,2.0,2.0,"Terrasse, Garage, Salon Marocain, Salon européen, Sécurité, Double vitrage, Porte blindée, Cuisine équipée","Prix : 1 550 000Dhs
Soit 153 000euros
Titré",14090.90909090909,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Maison,Charmante Maison à vendre,800000.0,"OuahatSidi Brahim, Ouahat Sidi Brahim",60.0,2.0,2.0,2.0,"Terrasse, Garage, Chambre rangement, Meublé, Salon Marocain, Salon européen, Cuisine équipée, Réfrigérateur, Four, Machine à laver","*Vente de Maison au Douar Belaaguid, Route de Casablanca*

*Description*

Charmante maison à vendre, titrée, située au Douar Belaaguid, route de Casablanca. Cette maison est décorée avec goût et simplicité, offrant un cadre de vie agréable.

*Superficie et répartition*

La maison a une superficie de 60 m² par étage, répartie sur 3 niveaux : Rez-de-chaussée, 1er étage et 2ème étage.

*Équipements et caractéristiques*

- Rez-de-chaussée...",5333.333333333333,False,False,False,2.0,2.0,Ouahat Sidi Brahim,haut standing,1.0,neuf
Maison,Maison Magnifique à Marrakech,550000.0,"SourEl Aaz, Sour El Aaz",114.0,2.0,2.0,2.0,"Garage, Concierge, Meublé, Salon Marocain, Double vitrage","Maison à Vendre à Marrakech – Opportunité à Saisir !
Maison Magnifique à Marrakech – Parfait pour un Nouveau Départ",1100.0,False,False,False,2.0,2.0,Sour El Aaz,haut standing,1.0,neuf
Maison,Maison a vendre,1000000.0,"AïnSebaâ, Casablanca",99.0,2.0,2.0,2.0,"Jardin, Terrasse, Chambre rangement, Salon Marocain, Salon européen, Antenne parabolique, Cheminée, Sécurité","Maison de 99m² 5 chambres 2 salles de bain situé à AïnSebaâ, Casablanca au prix de 1 000 000 DH (10 101 DH/m²) moyen standing, calme, lumineux Contactez-nous pour plus d'informations.",10101.0101010101,False,False,False,2.0,2.0,Casablanca,moyen standing,1.0,neuf
Maison,Maison à acheter à Tanja Balia. 4 chambres,1450000.0,"TanjaBalia, Tanger",70.0,2.0,2.0,2.0,,"Maison de 70m² 4 chambres 3 salles de bain situé à TanjaBalia, Tanger au prix de 1 450 000 DH (20 714 DH/m²) haut standing, bien agencé, vue dégagée À ne pas manquer !",20714.28571428572,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Maison,"Maison à vendre de 100 m2,2 étages 165 0000 dh",1650000.0,"BéniMellal, Béni Mellal",100.0,2.0,2.0,2.0,Terrasse,"Maison de 100m² 7 chambres 2 salles de bain situé à BéniMellal, Béni Mellal au prix de 1 650 000 DH (16 500 DH/m²) lumineux, ensoleillé, moderne À visiter rapidement !",16500.0,False,False,False,2.0,2.0,Béni Mellal,haut standing,1.0,neuf
Maison,Magnifique maison 2 niveaux,990000.0,"Azemmour,Azemmour",90.0,2.0,2.0,2.0,"Terrasse, Chambre rangement, Meublé, Salon Marocain, Salon européen, Antenne parabolique, Cuisine équipée, Réfrigérateur, Four, Machine à laver","Maison de 90m² 3 chambres 2 salles de bain situé à Azemmour,Azemmour au prix de 990 000 DH (11 000 DH/m²) lumineux, spacieux, moderne À ne pas manquer !",11000.0,False,False,False,2.0,2.0,Azemmour,haut standing,1.0,neuf
Maison,Vente Maison à route de casablanca,1850000.0,"RouteCasablanca, Marrakech",89.0,2.0,2.0,2.0,"Terrasse, Garage, Chambre rangement","Maison de 89m² 4 chambres 3 salles de bain situé à RouteCasablanca, Marrakech au prix de 1 850 000 DH (20 787 DH/m²) haut standing Disponible immédiatement.",20786.516853932582,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,Vente maison à Zawiyat Sidi Wassel. 5 grandes pièces. Porte...,350000.0,"ZawiyatSidi Wassel, Safi",75.0,2.0,2.0,1.0,"Terrasse, Salon Marocain, Porte blindée","Maison de 75m² 3 chambres 1 salle de bain situé à ZawiyatSidi Wassel, Safi au prix de 350 000 DH (4 667 DH/m²) Contactez-nous pour plus d'informations.",4666.666666666667,False,False,False,2.0,1.0,Safi,moyen standing,1.0,neuf
Maison,Maison commercial,1800000.0,"RouteCasablanca, Marrakech",118.0,2.0,2.0,2.0,"Garage, Salon Marocain, Antenne parabolique, Climatisation, Sécurité, Porte blindée, Cuisine équipée","Maison de 118m² 8 chambres 2 salles de bain situé à RouteCasablanca, Marrakech au prix de 1 800 000 DH (15 254 DH/m²) standing Contactez-nous pour plus d'informations.",15254.237288135591,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,À vendre: Charmante maison spacieuse à Marrakech,1200000.0,"RouteCasablanca, Marrakech",83.0,2.0,2.0,2.0,"Terrasse, Meublé, Salon Marocain, Salon européen, Cheminée, Climatisation, Sécurité, Cuisine équipée, Réfrigérateur, Four, Machine à laver","Maison de 83m² 3 chambres 2 salles de bain situé à RouteCasablanca, Marrakech au prix de 1 200 000 DH (14 458 DH/m²) lumineux, moderne, rénové Disponible immédiatement.",14457.831325301206,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,A VENDRE Maison a Al Hoceima Airbnb/Hôtel,900000.0,"AlHoceima, Al Hoceima",80.0,2.0,2.0,2.0,Terrasse,"Maison de 80m² 4 chambres 2 salles de bain situé à AlHoceima, Al Hoceima au prix de 900 000 DH (11 250 DH/m²) lumineux, ensoleillé, rénové Contactez-nous pour plus d'informations.",11250.0,False,False,False,2.0,2.0,Al Hoceima,moyen standing,1.0,neuf
Maison,Maison a Ait Baha,500000.0,"Aitbaha, Ait baha",86.0,2.0,2.0,1.0,Garage,"Maison de 86m² 3 chambres 1 salle de bain situé à Aitbaha, Ait baha au prix de 500 000 DH (5 814 DH/m²) Belle opportunité !",5813.953488372093,False,False,False,2.0,1.0,Ait baha,haut standing,1.0,neuf
Maison,"Maison à vendre dans la médina, avec vue sur la mer et proch...",1200000.0,"Aharrarine,Tanger",100.0,2.0,2.0,1.0,"Vue sur mer, Vue sur les montagnes","Maison de 100m² 2 chambres 1 salle de bain situé à Aharrarine,Tanger au prix de 1 200 000 DH (12 000 DH/m²) vue dégagée, moderne, bien agencé Contactez-nous pour plus d'informations.",12000.0,False,False,False,2.0,1.0,Tanger,haut standing,1.0,neuf
Maison,Maison commerciale à vendre,1400000.0,"LotTadart, Khémisset",120.0,2.0,2.0,2.0,,"Maison de 120m² 5 chambres 4 salles de bain situé à LotTadart, Khémisset au prix de 1 400 000 DH (11 667 DH/m²) bien agencé, rénové, ensoleillé À visiter rapidement !",11666.666666666666,False,False,False,2.0,2.0,Khémisset,haut standing,1.0,neuf
Maison,Agadir immeuble de rapport 3appartement,2200000.0,"DcheïraEl Jihadia, Dcheïra El Jihadia",130.0,2.0,2.0,2.0,"Terrasse, Garage, Sécurité","Maison de 130m² 6 chambres 3 salles de bain situé à DcheïraEl Jihadia, Dcheïra El Jihadia au prix de 2 200 000 DH (16 923 DH/m²) standing À visiter rapidement !",16923.076923076922,False,False,False,2.0,2.0,Dcheïra El Jihadia,haut standing,1.0,neuf
Maison,Maison à vendre,1900000.0,"SidiMaarouf, Casablanca",91.0,2.0,2.0,2.0,"Garage, Salon Marocain","Maison de 91m² 5 chambres 4 salles de bain situé à SidiMaarouf, Casablanca au prix de 1 900 000 DH (20 879 DH/m²) haut standing, spacieux, lumineux Belle opportunité !",20879.12087912088,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,Maison 6 chambres avec terrasse et cour,1600000.0,"AlQods, Casablanca",85.0,2.0,2.0,2.0,"Jardin, Terrasse","Maison de 85m² 6 chambres 3 salles de bain situé à AlQods, Casablanca au prix de 1 600 000 DH (18 824 DH/m²) standing Contactez-nous pour plus d'informations.",18823.529411764703,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,Trouvez votre maison à acheter à Mghogha. 3 belles chambres...,2100000.0,"Mghogha,Tanger",100.0,2.0,2.0,1.0,"Garage, Meublé, Salon Marocain, Antenne parabolique, Sécurité, Cuisine équipée, Réfrigérateur, Four, Machine à laver","Maison de 100m² 3 chambres 1 salle de bain situé à Mghogha,Tanger au prix de 2 100 000 DH (21 000 DH/m²) haut standing À ne pas manquer !",21000.0,False,False,False,2.0,1.0,Tanger,haut standing,1.0,neuf
Maison,"Une superficie total de 174 m 
30 m de terrasses",2450000.0,"Racine,Casablanca",174.0,2.0,2.0,2.0,"Jardin, Terrasse, Garage, Ascenseur, Concierge, Chambre rangement, Meublé, Entre-seul, Salon Marocain, Salon européen, Antenne parabolique, Climatisation, Chauffage central, Sécurité, Double vitrage, Porte blindée, Cuisine équipée, Réfrigérateur, Four, Machine à laver, Micro-ondes","Maison de 174m² 3 chambres 3 salles de bain situé à Racine,Casablanca au prix de 2 450 000 DH (14 080 DH/m²) lumineux, vue dégagée, ensoleillé Contactez-nous pour plus d'informations.",14080.459770114943,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,Magnifique Maison titrée à Kesbah avec vue sur mer à Vendre...,2950000.0,"Médina,Tanger",152.0,2.0,2.0,2.0,"Terrasse, Garage, Vue sur mer, Vue sur les montagnes, Chambre rangement, Meublé, Salon européen, Cuisine équipée, Réfrigérateur, Four","Maison de 152m² 4 chambres 2 salles de bain situé à Médina,Tanger au prix de 2 950 000 DH (19 408 DH/m²) standing À visiter rapidement !",19407.894736842107,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Maison,Trouvez votre maison à acheter à Médina. 6 grandes pièces. M...,2000000.0,"Médina,Tanger",80.0,2.0,2.0,2.0,"Vue sur mer, Meublé, Salon Marocain, Cuisine équipée","Maison de 80m² 6 chambres 3 salles de bain situé à Médina,Tanger au prix de 2 000 000 DH (25 000 DH/m²) ensoleillé, lumineux, bien agencé À ne pas manquer !",25000.0,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Maison,Maison a ben Ahmed quartier arrajaa,1250000.0,"Berrechid,Berrechid",100.0,2.0,2.0,2.0,"Terrasse, Garage, Salon Marocain, Antenne parabolique","Maison de 100m² 7 chambres 4 salles de bain situé à Berrechid,Berrechid au prix de 1 250 000 DH (12 500 DH/m²) rénové, moderne, calme Contactez-nous pour plus d'informations.",12500.0,False,False,False,2.0,2.0,Berrechid,moyen standing,1.0,neuf
Maison,Maison R3 à vendre à sidi Bernoussi,2100000.0,"Bernoussi,Casablanca",100.0,2.0,2.0,2.0,,"Maison de 100m² 6 chambres 7 salles de bain situé à Bernoussi,Casablanca au prix de 2 100 000 DH (21 000 DH/m²) haut standing À ne pas manquer !",21000.0,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,"Maison à vendre à Skhirat 
52 m2",710000.0,"Ainel Hayat, Skhirat",52.0,2.0,2.0,2.0,"Jardin, Terrasse","Maison de 52m² 6 chambres 4 salles de bain situé à Ainel Hayat, Skhirat au prix de 710 000 DH (13 654 DH/m²) rénové, spacieux, lumineux À visiter rapidement !",13653.846153846154,False,False,False,2.0,2.0,Skhirat,moyen standing,1.0,neuf
Maison,"Trouvez votre maison à acheter à Berrechid.
Superficie 90 m²",530000.0,"Berrechid,Berrechid",90.0,2.0,2.0,2.0,,"Maison de 90m² 3 chambres 2 salles de bain situé à Berrechid,Berrechid au prix de 530 000 DH (5 889 DH/m²) calme, moderne, rénové Contactez-nous pour plus d'informations.",5888.888888888889,False,False,False,2.0,2.0,Berrechid,moyen standing,1.0,neuf
Maison,Maison R2 avec appartement au RDC et jardin,2450000.0,"Mirleft,Mirleft",115.0,2.0,2.0,2.0,"Jardin, Terrasse, Vue sur mer, Meublé, Salon Marocain, Salon européen, Antenne parabolique, Cuisine équipée, Réfrigérateur, Four","Maison de 115m² 5 chambres 4 salles de bain situé à Mirleft,Mirleft au prix de 2 450 000 DH (21 304 DH/m²) ensoleillé, spacieux, calme Disponible immédiatement.",21304.34782608696,False,False,False,2.0,2.0,Mirleft,haut standing,1.0,neuf
Maison,Maison indépendante à vendre,1450000.0,"SidiRahal, Sidi Rahal",120.0,2.0,2.0,2.0,"Terrasse, Garage, Vue sur mer, Chambre rangement, Meublé, Salon Marocain, Salon européen, Antenne parabolique, Sécurité, Double vitrage, Cuisine équipée, Four","Maison de 120m² 5 chambres 5 salles de bain situé à SidiRahal, Sidi Rahal au prix de 1 450 000 DH (12 083 DH/m²) moyen standing Disponible immédiatement.",12083.333333333334,False,False,False,2.0,2.0,Sidi Rahal,moyen standing,1.0,neuf
Maison,Maison a vendre,260000.0,"Oulmes,Oulmes",82.0,2.0,2.0,2.0,Garage,"Maison de 82m² 2 chambres 2 salles de bain situé à Oulmes,Oulmes au prix de 260 000 DH (3 171 DH/m²) ensoleillé, rénové, bien agencé Belle opportunité !",3170.731707317073,False,False,False,2.0,2.0,Oulmes,haut standing,1.0,neuf
Maison,Maison à acheter à Kawki. Superficie 60 m²,590000.0,"Kawki,Safi",60.0,2.0,2.0,2.0,,"Maison de 60m² 4 chambres 3 salles de bain situé à Kawki,Safi au prix de 590 000 DH (9 833 DH/m²) calme, spacieux, rénové Belle opportunité !",9833.333333333334,False,False,False,2.0,2.0,Safi,moyen standing,1.0,neuf
Maison,Superbe maison à vendre à Aklim. 1 Pièce. Places de stationn...,870000.0,"Aklim,Aklim",95.0,2.0,2.0,2.0,"Terrasse, Garage, Réfrigérateur","Maison de 95m² 8 chambres 4 salles de bain situé à Aklim,Aklim au prix de 870 000 DH (9 158 DH/m²) calme, bien agencé, rénové À visiter rapidement !",9157.894736842103,False,False,False,2.0,2.0,Aklim,haut standing,1.0,neuf
Maison,Maison à vendre à Ouled Teïma,550000.0,"OuledTeïma, Ouled Teïma",150.0,2.0,2.0,2.0,"Garage, Vue sur les montagnes, Chambre rangement, Cuisine équipée","Maison de 150m² 4 chambres 2 salles de bain situé à OuledTeïma, Ouled Teïma au prix de 550 000 DH (3 667 DH/m²) À visiter rapidement !",3666.6666666666665,False,False,False,2.0,2.0,Ouled Teïma,moyen standing,1.0,neuf
Maison,Maison a vendre meuble TASSOULTANTE MARRAKECH,1740000.0,"Tassoultante,Tassoultante",84.0,2.0,2.0,2.0,"Terrasse, Garage, Vue sur les montagnes, Meublé, Salon Marocain, Climatisation, Cuisine équipée, Réfrigérateur, Four, Machine à laver","Maison de 84m² 5 chambres 3 salles de bain situé à Tassoultante,Tassoultante au prix de 1 740 000 DH (20 714 DH/m²) haut standing Belle opportunité !",20714.28571428572,False,False,False,2.0,2.0,Tassoultante,haut standing,1.0,neuf
Maison,Maison à vendre à lakhyayta à 6km de la plage dar,800000.0,"Lakhiaita,Lakhiaita",167.0,2.0,2.0,1.0,"Jardin, Terrasse, Garage, Chambre rangement, Salon Marocain, Salon européen, Antenne parabolique, Sécurité, Double vitrage, Cuisine équipée, Réfrigérateur, Four, Machine à laver, Micro-ondes","Maison de 167m² 3 chambres 1 salle de bain situé à Lakhiaita,Lakhiaita au prix de 800 000 DH (4 790 DH/m²) lumineux, vue dégagée, spacieux Belle opportunité !",4790.419161676647,False,False,False,2.0,1.0,Lakhiaita,haut standing,1.0,neuf
Maison,Vente Maison Plain Pied à Sidi Abdellah Ghiyat,700000.0,"SidiAbdallah Ghiat, Sidi Abdallah Ghiat",140.0,2.0,2.0,2.0,Terrasse,"Maison de 140m² 2 chambres 2 salles de bain situé à SidiAbdallah Ghiat, Sidi Abdallah Ghiat au prix de 700 000 DH (5 000 DH/m²) Contactez-nous pour plus d'informations.",5000.0,False,False,False,2.0,2.0,Sidi Abdallah Ghiat,haut standing,1.0,neuf
Maison,Maison avec commerce,1500000.0,"AlKamra, Rabat",165.0,2.0,2.0,2.0,"Terrasse, Garage","Maison de 165m² 6 chambres 3 salles de bain situé à AlKamra, Rabat au prix de 1 500 000 DH (9 091 DH/m²) À visiter rapidement !",9090.90909090909,False,False,False,2.0,2.0,Rabat,haut standing,1.0,neuf
Maison,"Maison à l'achat à Al Aaroui.
Surface de 127 m².
Meublé",1350000.0,"AlAaroui, Al Aaroui",127.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Vue sur mer, Vue sur les montagnes, Meublé, Salon Marocain, Salon européen, Antenne parabolique, Climatisation, Chauffage central, Sécurité, Double vitrage, Porte blindée, Cuisine équipée, Réfrigérateur, Four, Machine à laver, Micro-ondes","Maison de 127m² 3 chambres 2 salles de bain situé à AlAaroui, Al Aaroui au prix de 1 350 000 DH (10 630 DH/m²) moyen standing Contactez-nous pour plus d'informations.",10629.92125984252,False,False,False,2.0,2.0,Al Aaroui,moyen standing,1.0,neuf
Maison,"Superbe maison à vendre à Route Nationale Assilah. 
2 chambr...",440000.0,"RouteNationale Assilah (N1), Tanger",50.0,2.0,2.0,1.0,,"Maison de 50m² 2 chambres 1 salle de bain situé à RouteNationale Assilah (N1), Tanger au prix de 440 000 DH (8 800 DH/m²) À visiter rapidement !",8800.0,False,False,False,2.0,1.0,Tanger,haut standing,1.0,neuf
Maison,Trouvez votre maison à acheter à Zone Industrielle Moulay Ra...,2100000.0,"ZoneIndustrielle Moulay Rachid, Casablanca",103.0,2.0,2.0,2.0,"Terrasse, Garage, Meublé, Antenne parabolique, Sécurité","Maison de 103m² 4 chambres 4 salles de bain situé à ZoneIndustrielle Moulay Rachid, Casablanca au prix de 2 100 000 DH (20 388 DH/m²) moderne, ensoleillé, lumineux À visiter rapidement !",20388.349514563102,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,Maison de compagne avec piscine à 25 km d'Agadir,1600000.0,"SidiBibi, Sidi Bibi",140.0,2.0,2.0,2.0,"Jardin, Terrasse, Piscine, Cheminée","Maison de 140m² 2 chambres 2 salles de bain situé à SidiBibi, Sidi Bibi au prix de 1 600 000 DH (11 429 DH/m²) moyen standing À ne pas manquer !",11428.57142857143,False,False,False,2.0,2.0,Sidi Bibi,moyen standing,1.0,neuf
Maison,Maison à vendre 127M² au centre skhirat R2,1900000.0,"AinErrouz, Skhirat",127.0,2.0,2.0,2.0,Garage,"Maison de 127m² 6 chambres 3 salles de bain situé à AinErrouz, Skhirat au prix de 1 900 000 DH (14 961 DH/m²) moyen standing Belle opportunité !",14960.629921259842,False,False,False,2.0,2.0,Skhirat,moyen standing,1.0,neuf
Maison,Vente maison titre à Médina. Vue de mer 1 min au kasbah conf...,2100000.0,"Médina,Tanger",150.0,2.0,2.0,2.0,"Jardin, Terrasse, Vue sur mer, Meublé, Double vitrage, Porte blindée, Cuisine équipée","Maison de 150m² 4 chambres 2 salles de bain situé à Médina,Tanger au prix de 2 100 000 DH (14 000 DH/m²) moyen standing À visiter rapidement !",14000.0,False,False,False,2.0,2.0,Tanger,moyen standing,1.0,neuf
Maison,"Maison neuve, jamais habit 
Lotissement 80m 
Gzenaya",1400000.0,"Aharrarine,Tanger",80.0,2.0,2.0,1.0,,"Maison de 80m² 2 chambres 1 salle de bain situé à Aharrarine,Tanger au prix de 1 400 000 DH (17 500 DH/m²) standing Belle opportunité !",17500.0,False,False,False,2.0,1.0,Tanger,haut standing,1.0,neuf
Maison,"Superbe maison à vendre à Médina. 
2 pièces confortables. 
V...",800000.0,"Médina,Tanger",180.0,2.0,2.0,2.0,Vue sur mer,"Maison de 180m² 4 chambres 2 salles de bain situé à Médina,Tanger au prix de 800 000 DH (4 444 DH/m²) Contactez-nous pour plus d'informations.",4444.444444444444,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Maison,"Maison à l'achat à Aït Iaaza.
Superficie 50 m².
Salon Maroca...",420000.0,"AïtIaaza, Aït Iaaza",50.0,2.0,2.0,2.0,"Salon Marocain, Sécurité","Maison de 50m² 3 chambres 2 salles de bain situé à AïtIaaza, Aït Iaaza au prix de 420 000 DH (8 400 DH/m²) ensoleillé, moderne, calme À visiter rapidement !",8400.0,False,False,False,2.0,2.0,Aït Iaaza,haut standing,1.0,neuf
Maison,Emplacement premium à sidi bernoussi,1200000.0,"Bernoussi,Casablanca",59.0,2.0,2.0,2.0,,"Maison de 59m² 7 chambres 3 salles de bain situé à Bernoussi,Casablanca au prix de 1 200 000 DH (20 339 DH/m²) haut standing Belle opportunité !",20338.98305084746,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,Trouvez votre maison à acheter à Bni Rzine. Surface de 120 m...,400000.0,"BniRzine, Bni Rzine",120.0,2.0,2.0,1.0,"Garage, Vue sur les montagnes","Très belle propriété à vendre. Prix 400 000 DH. 2 chambres à coucher, 1 salle de bains, 120 m². 2 pièces. Moins de 5 ans. Vue exceptionnelle sur la montagne.

Cette belle maison est en vente à Bni Rzine",3333.333333333333,False,False,False,2.0,1.0,Bni Rzine,haut standing,1.0,neuf
Maison,Maison a vendre,2850000.0,"Oulfa,Casablanca",134.0,2.0,2.0,2.0,"Terrasse, Garage, Meublé, Salon Marocain, Cuisine équipée",113 mètre carré a oulfa Zoubir,25221.2389380531,False,False,False,2.0,2.0,Casablanca,haut standing,1.0,neuf
Maison,Belle Maison a vendre Route vers Sidi Rehal,930000.0,"SidiRahal, Sidi Rahal",81.0,2.0,2.0,2.0,"Salon Marocain, Sécurité","Maison R1, superficie 81m² a vendre dans un lotissement très calme a 15 min de la plage pour plus d'information merci de me contacter",11481.481481481482,False,False,False,2.0,2.0,Sidi Rahal,moyen standing,1.0,neuf
Maison,Maison à acheter à Maamora. 3 belles chambres. Grande terras...,1100000.0,"Maamora,Kénitra",106.0,2.0,2.0,2.0,"Terrasse, Garage","Affaire à saisir pour cette maison à vendre. Prix 1 100 000 DH. 2 pièces, 2 salles de bains, 106 m². 3 chambres. Moins de 5 ans. Grande terrasse.

Venez découvrir cette maison à vendre à Maamora, Kénitra",10377.358490566035,False,False,False,2.0,2.0,Kenitra,moyen standing,1.0,neuf
Maison,Maison commercial duplex alliance darna mehdia,1750000.0,"Mehdia,Mehdia",131.0,2.0,2.0,2.0,"Terrasse, Garage, Chambre rangement, Entre-seul, Salon Marocain, Salon européen, Cheminée, Cuisine équipée","Je vends ma magnifique maison de deux étages avec magasin et sous-sol située à ALLIANCE DARNA MEHDIA, à côté du MALL MEHDIA et de la mosquée AL IMAM CHATBI.

La maison se compose de 4 chambres, 2 salons, 3 salles de bain et d'une cuisine avec terrasse.

1er étage :
Deux salons
Chambre d'invités avec deux placards
Hall
Cuisine
Terrasse

2ème étage :
Chambre parentale avec dressing et salle de bain avec douche
2 chambres d'enfants avec...",3888.8888888888887,False,False,False,2.0,2.0,Mehdia,haut standing,1.0,neuf
Maison,"Maison à acheter à Mont Fleuri. 
2 chambres agréables. 
Jard...",840000.0,"MontFleuri, Fès",147.0,2.0,2.0,2.0,"Jardin, Terrasse, Concierge, Sécurité","Occasion à saisir pour cette maison à vendre. Prix 840 000 DH. 2 pièces, 2 salles de bains, surface 147 m². 2 chambres. Moins de 20 ans. Type de sol: Carrelage. Vous bénéficierez d'une terrasse et d'un jardin.

Cette belle maison est en vente à Mont Fleuri. Résidence gardée. Conciergerie à disposition.

Proche de toutes commodités: magasins à moins de 50 mètres, pharmacie et centre commercial à 50 mètres, supermarché et librairie à 100 mètres, éc...",5714.285714285715,False,False,False,2.0,2.0,Fes,moyen standing,1.0,neuf
Maison,"Maison R3 Settat, Al Kheir",2500000.0,"Smaâla,Settat",100.0,2.0,2.0,2.0,"Garage, Meublé, Salon Marocain, Salon européen, Cheminée, Sécurité, Double vitrage, Cuisine équipée","Belle opportunité d'acquérir une maison r3 avec deux magasins commerciaux à Settat, quartier El Kheir. Cette maison de caractère offre de belles prestations dans un état correct, idéale pour une grande famille ou pour une activité commerciale. Située dans un quartier dynamique et prisé, cette maison saura vous séduire par ses nombreux atouts.
Nombre de chambres : 3
Nombre de salles de bains : 4
Ancienneté : Entre 11 et 20 ans
Meublée : Oui
P...",20491.803278688523,False,False,True,2.0,2.0,Settat,haut standing,1.0,neuf
Maison,Maison à l'achat à Ouled Teïma. 6 pièces. Porte blindée et r...,1400000.0,"OuledTeïma, Ouled Teïma",120.0,2.0,2.0,2.0,"Terrasse, Garage, Chambre rangement, Entre-seul, Salon Marocain, Salon européen, Antenne parabolique, Cheminée, Climatisation, Chauffage central, Sécurité, Double vitrage, Porte blindée, Cuisine équipée, Réfrigérateur, Four, Machine à laver, Micro-ondes","Maison de 120m² 6 chambres 4 salles de bain situé à OuledTeïma, Ouled Teïma au prix de 1 400 000 DH (11 667 DH/m²) moyen standing À visiter rapidement !",11666.666666666666,False,False,False,2.0,2.0,Ouled Teïma,moyen standing,1.0,neuf
Maison,Maison à l'achat à Imzouren. Surface totale 100 m². Bien meu...,1300000.0,"Imzouren,Imzouren",100.0,2.0,2.0,2.0,"Garage, Meublé, Salon Marocain, Antenne parabolique, Climatisation, Cuisine équipée, Réfrigérateur, Four, Machine à laver","Maison de 100m² 4 chambres 4 salles de bain situé à Imzouren,Imzouren au prix de 1 300 000 DH (13 000 DH/m²) moyen standing À ne pas manquer !",13000.0,False,False,False,2.0,2.0,Imzouren,moyen standing,1.0,neuf
Maison,Maison à vendre,160000.0,"BniBouayach, Bni Bouayach",110.0,2.0,2.0,2.0,Terrasse,"Maison de 110m² 4 chambres 3 salles de bain situé à BniBouayach, Bni Bouayach au prix de 160 000 DH (1 455 DH/m²) bien agencé, calme, spacieux Belle opportunité !",1454.5454545454545,False,False,False,2.0,2.0,Bni Bouayach,haut standing,1.0,neuf
Maison,Superbe maison à vendre à Khénifra. 3 pièces,620000.0,"Khénifra,Khénifra",84.0,2.0,2.0,2.0,,"Maison de 84m² 2 chambres 2 salles de bain situé à Khénifra,Khénifra au prix de 620 000 DH (7 381 DH/m²) À ne pas manquer !",7380.952380952381,False,False,False,2.0,2.0,Khénifra,moyen standing,1.0,neuf
Maison,Maison a vendre,950000.0,"Ziaten,Tanger",74.0,2.0,2.0,1.0,,"Maison de 74m² 2 chambres 1 salle de bain situé à Ziaten,Tanger au prix de 950 000 DH (12 838 DH/m²) moderne, rénové, moyen standing Disponible immédiatement.",12837.837837837838,False,False,False,2.0,1.0,Tanger,moyen standing,1.0,neuf
